Bangla,Chakma
ম্যাচ,সলা
ম্যাচ,সোলোই
ম্যাজম্যাজ করা,মারি এঝানা
ম্যাজম্যাজ করা,সোলানা
ম্যাদামারা,ভুত্তো
ম্যাদামারা,মালুম্ ধুল্যা
যকৃত,চিত্
যক্ষ,যক্খ
যক্ষ,যোগ্ঘো
যখন,যক্কনে
যখন,যেক্কেনে
যখন,যক্হে
যখন তখন,যেক্কে সেক্কে
যখন তখন,আহ্বাযাবা
যখন তখন,আহ্বিরিত্ যাবিরিত্
যখন তখন,আহ্বত্ যাবত্
যখন তখন,আহ্বিত্ যাবিত্
যত,যেধক্
যত,যধক্
যতক্ষণ পর্যন্ত,যাবত্তরি
যতক্ষণ পর্যন্ত,যেক্খন্ সং
যতক্ষণ পর্যন্ত না,যাবত্তরি
যতক্ষণ পর্যন্ত না,যেক্খন্ সং
যতটা,যেত্তমান্
যতটুকু,যেত্তমান্
যত বড়,যেম্বা
যত্ন,রেরেত্থা
যত্ন,যত্তন্
যত্ন,যত্তন্
যত্নের সাথে,পুচ্পুচ্ সুচ্সুচ্ গরি
যত্রতত্র,যিধু সিধু
যত্রতত্র,যিধু পাই
যত্রতত্র,যিয়োত্ পাই
যত্রতত্র,যিয়োত্ সিয়োত্
যথাতথা,যিধু সিধু
যথাতথা,যিধু পাই
যথাতথা,যিয়োত্ পাই
যথাতথা,যিয়োত্ সিয়োত্
যথাযথ,জাত্যা
যথাযথভাবে,অহ্দে অহ্দে
যথার্থ,জাত্যা
যথাস্থানে,অহ্দে অহ্দে
যথেষ্ট,অহ্য়ে
যথেষ্ট,জগাছ্যা
যথেষ্ট,ভেল্
যথেষ্ট হওয়া,তান্ মানানা
যথেষ্ট হওয়া,জগাছ্যা অহ্না
যথেষ্ট হওয়া,সারানা
যথেষ্ট হওয়া,অহ্না
যথেষ্ট হওয়া,সারে পারা অহ্না
যদি,যদি
যদি,যনি
যদি,যানি
যদি,যুনি
যন্ত্রণা,জালা
যন্ত্রণা,পুনো ফোরা
যমজ,জামা
যষ্টি,লুধি
যষ্টি,লুধিক্
যা,যিয়ান্
যা,যিয়েন্
যাওয়া,যানা
যাকে,যারে
যাচাই করা,চাঘি চানা
যাচাই করা,জঘা চানা
যাচাই করা,ঝাগারে চানা
যাচাই করা,বা𑄌𑄴𑄌𑄬 চানা
যাচাই করা,উদো চানা
যাচাইকৃত,বাজেয়ে
যাঞ্চা করা,মাঘানা
যা তা,যিয়েন্ পাই
যাতে,ম়ালে
যাতে,ম়ালেন্
যাত্রা করা,লর্ দেনা
যাদু,বাজি
যাদুকর,বাজি
যাপন করা,কাদানা
যাযাবর,ফাত্তো
যাযাবর,ভণ্ড
যুক্ত,জদা
যুক্ত,এগত্তর্
যুক্তাক্ষর,জদা অক্খর্
যুগ,যুগ্
যুগ্ম,জোরা
যুগ্ম,জুর্
যুদ্ধ,যুদ্ধ
যুদ্ধংদেহী,ঘেই পাত্যা
যুদ্ধক্ষেত্র,যুদ্ধ হলা
যুদ্ধক্ষেত্র,যুদ্ধ জাগা
যুবক,গাভুর্
যুবক,গাবুছ্যা
যুবতী,গাবুরি
যুবতী,গাভুর্ মিলে
যে,যিভে
যে,যে
যেকোনো উপায়ে,যেনে সেনে
যেকোনো উপায়ে,কনবাবদে
যেকোনো উপায়ে,যিঙিরি সিঙিরি
যেকোনো জায়গায়,যিয়োত্ সিয়োত্
যেকোনো জায়গায়,যিদু পাই
যেকোনো জায়গায়,যিদু সিদু
যেকোনো জায়গায়,যিয়োত্ পাই
যেকোনোভাবে,যেনে সেনে
যেকোনোভাবে,কনবাবদে
যেকোনোভাবে,যিঙিরি সিঙিরি
যেকোনো সময়,যেক্কে পাই
যেকোনো সময়,যেক্কেনে পাই
যেখানকার,যিদুঘো
যেখানে,যিয়োত্
যেখানে,যিদু
যেখানে সেখানে,যিয়োত্ সিয়োত্
যেখানে সেখানে,যিদু পাই
যেখানে সেখানে,যিদু সিদু
যেখানে সেখানে,যিয়োত্ পাই
যেটি,যিভে
যেটি,যিয়ান্
যেটি,যিয়েন্
যেদিকে,যিন্দি
যেদিকে,যেকিত্যা
যেধরনের,যেধক্যা
যেধরনের,যেবাবত্যা
যেধরনের,যেয়ান্যা
যেধরনের,যিক্যা
যেন,পাঃ
যেন,এক্হে
যে পরিমাণ,যেত্তমান্
যেভাবে,যিঙিরি
যেভাবে,যেয়ান্যা গরি
যেভাবে,যিক্যা গরি
যেভাবে,যেবাবত্যা গরি
যেভাবে,যেধক্যা গরি
যেমন,যেয়ান্যা
যেমন,যেন্
যেমন তেমন,যেন্ তেন্
যেরকম,যেধক্যা
যেরকম,যেবাবত্যা
যেরকম,যেয়ান্যা
যেরকম,যিক্যা
যেহেতু,কিনেঃই
যেহেতু,কেনেঃই
যেহেতু,ধোংগেঃ
যোগ,এগত্তর্
যোগ দেওয়া,সমানা
যোগাড় করা,জরানা
যোগাড় করা,থুবানা
যোগাড় করে রাখা,জুরি থনা
যোগ্য,লাঘর্
যোগ্য হওয়া,জুআনা
যৌতুক,দাভা
যৌথ,জধা
যৌথ,গন
রওনা দেওয়া,লর্ দেনা
রওনা হওয়া,লর্ দেনা
রং,রং
রং তামাশা,রং তামাঝা
রংধনু,রান্জুনি
রকম,সান্
রকম,সান্যা
রকম,কিঝিম্
রকম,বাবত্
রকম,ধক্
রকম,বাবত্
রকম,বাবদর্
রকম,বাবত্যা
রক্ত,রং
রক্ত আমাশয়,সাং
রক্ত আমাশয়,লো সাং
রক্তরস,বাজন্যা পানি
রক্তশূণ্য,সাদাঃ
রক্তাক্ত,রগোনি
রক্ষক,থাগা
রক্ষক,চরেয়ে
রক্ষক,চরান্যা
রক্ষা,রক্খা
রক্ষা,উত্ধোর্
রক্ষা,বাজানা
রক্ষাকবচ,গারখ্যা তাবিত্
রগ,রগ্
রগচটা,রম়চক্র
রগচটা,রম়
রগচটা,রম়সম
রঙিন,রাঙাকালা
রঙ্গ,রং ধং
রঙ্গ,তামাল়াক্
রঙ্গ,ধং
রঙ্গ,কিরিমিড়ি
রচনা করা,জরানা
রচয়িতা,জরেয়ে
রড,সিক্
রড,রড্
রণক্ষেত্র,যুদ্ধ হলা
রণক্ষেত্র,যুদ্ধ জাগা
রণপা,বাচ্ হরম্
রব,র
রবিবার,রবিবার্
রশি,দরি
রশ্মি,ছদক্
রস,তচ্
রস,রচ্
রস,কচ্
রস,হির্
রস,গাপ্
রসকষহীন,কাচ্থ
রসিক,নাগর্
রসালো হওয়া,মজানা
রসুন,ড়োন্
রহা,রনাঃ
রহা,থানা
রাউন্ড,ঘুরোন্
রাউন্ড,পাক্
রাঁধা,রানানাঃ
রাঁধুনি,রানিয়ে
রাঁধুনি,বাবুচ্চি
রাক্ষস,রেক্খচ্
রাক্ষস,ভারাল্
রাখা,থনা
রাখা,রাঘানা
রাখাল,গরু চরান্যা
রাখাল,চরান্যা
রাখাল,চরেয়ে
রাগ,রাগ্
রাগ,গেক্গেজি
রাগ,কেনা
রাগ,কুজোক্
রাগ,কুত্যারি
রাগ,উড়িং
রাগ,বেজার্
রাগী,কুত্যারি
রাগী,হন্চুচুক্যা
রাগী,রাক্কো
রাজঘর,রা𑄎𑄴𑄊𑄧র্
রাজপথ,দপ্দপ্যা পত্
রাজবাড়ি,রা𑄎𑄴𑄊𑄧র্
রাজহাঁস,রাজ্ আহ্চ্
রাজা,রাজা
রাজি না হওয়া,হাম্ ন হানা
